observation_date,NFCI
2019-08-16,-0.54825
2019-08-23,-0.53808
2019-08-30,-0.52866
2019-09-06,-0.52172
2019-09-13,-0.51616
2019-09-20,-0.51194
2019-09-27,-0.51176
2019-10-04,-0.51518
2019-10-11,-0.52347
2019-10-18,-0.53588
2019-10-25,-0.54979
2019-11-01,-0.56194
2019-11-08,-0.57166
2019-11-15,-0.57690
2019-11-22,-0.57700
2019-11-29,-0.57209
2019-12-06,-0.56304
2019-12-13,-0.55532
2019-12-20,-0.55100
2019-12-27,-0.55540
2020-01-03,-0.56833
2020-01-10,-0.58823
2020-01-17,-0.60974
2020-01-24,-0.62330
2020-01-31,-0.62143
2020-02-07,-0.59608
2020-02-14,-0.53678
2020-02-21,-0.43693
2020-02-28,-0.29794
2020-03-06,-0.13629
2020-03-13,0.03065
2020-03-20,0.17650
2020-03-27,0.26862
2020-04-03,0.30614
2020-04-10,0.29171
2020-04-17,0.23541
2020-04-24,0.15656
2020-05-01,0.05881
2020-05-08,-0.04084
2020-05-15,-0.13093
2020-05-22,-0.21027
2020-05-29,-0.27319
2020-06-05,-0.31921
2020-06-12,-0.34855
2020-06-19,-0.37091
2020-06-26,-0.38904
2020-07-03,-0.40620
2020-07-10,-0.42487
2020-07-17,-0.44379
2020-07-24,-0.46298
2020-07-31,-0.48066
2020-08-07,-0.49445
2020-08-14,-0.50477
2020-08-21,-0.51089
2020-08-28,-0.51285
2020-09-04,-0.51056
2020-09-11,-0.50606
2020-09-18,-0.50217
2020-09-25,-0.49638
2020-10-02,-0.49318
2020-10-09,-0.49335
2020-10-16,-0.49583
2020-10-23,-0.50170
2020-10-30,-0.51013
2020-11-06,-0.52370
2020-11-13,-0.54044
2020-11-20,-0.55660
2020-11-27,-0.57117
2020-12-04,-0.58405
2020-12-11,-0.59424
2020-12-18,-0.60156
2020-12-25,-0.60771
2021-01-01,-0.61290
2021-01-08,-0.61730
2021-01-15,-0.61984
2021-01-22,-0.62171
2021-01-29,-0.62193
2021-02-05,-0.62407
2021-02-12,-0.62570
2021-02-19,-0.62739
2021-02-26,-0.62930
2021-03-05,-0.63338
2021-03-12,-0.63835
2021-03-19,-0.64372
2021-03-26,-0.65025
2021-04-02,-0.65712
2021-04-09,-0.66530
2021-04-16,-0.67209
2021-04-23,-0.67832
2021-04-30,-0.68360
2021-05-07,-0.68848
2021-05-14,-0.69050
2021-05-21,-0.69295
2021-05-28,-0.69507
2021-06-04,-0.69596
2021-06-11,-0.69517
2021-06-18,-0.69206
2021-06-25,-0.68801
2021-07-02,-0.68245
2021-07-09,-0.67576
2021-07-16,-0.66904
2021-07-23,-0.66250
2021-07-30,-0.65716
2021-08-06,-0.65247
2021-08-13,-0.64971
2021-08-20,-0.64800
2021-08-27,-0.64869
2021-09-03,-0.64987
2021-09-10,-0.65170
2021-09-17,-0.65384
2021-09-24,-0.65499
2021-10-01,-0.65521
2021-10-08,-0.65339
2021-10-15,-0.64767
2021-10-22,-0.63766
2021-10-29,-0.62305
2021-11-05,-0.60523
2021-11-12,-0.58584
2021-11-19,-0.56779
2021-11-26,-0.55175
2021-12-03,-0.54063
2021-12-10,-0.53855
2021-12-17,-0.54116
2021-12-24,-0.54822
2021-12-31,-0.55688
2022-01-07,-0.56288
2022-01-14,-0.56312
2022-01-21,-0.55670
2022-01-28,-0.54275
2022-02-04,-0.52395
2022-02-11,-0.49864
2022-02-18,-0.46912
2022-02-25,-0.43970
2022-03-04,-0.41270
2022-03-11,-0.39177
2022-03-18,-0.37997
2022-03-25,-0.37435
2022-04-01,-0.37212
2022-04-08,-0.36980
2022-04-15,-0.36312
2022-04-22,-0.35298
2022-04-29,-0.33810
2022-05-06,-0.32056
2022-05-13,-0.30172
2022-05-20,-0.28274
2022-05-27,-0.26145
2022-06-03,-0.23841
2022-06-10,-0.21399
2022-06-17,-0.19009
2022-06-24,-0.17423
2022-07-01,-0.16788
2022-07-08,-0.17098
2022-07-15,-0.18403
2022-07-22,-0.20275
2022-07-29,-0.22050
2022-08-05,-0.23332
2022-08-12,-0.24054
2022-08-19,-0.23808
2022-08-26,-0.22548
2022-09-02,-0.20459
2022-09-09,-0.17889
2022-09-16,-0.15131
2022-09-23,-0.12642
2022-09-30,-0.10799
2022-10-07,-0.10137
2022-10-14,-0.10373
2022-10-21,-0.11453
2022-10-28,-0.12980
2022-11-04,-0.14759
2022-11-11,-0.16458
2022-11-18,-0.17715
2022-11-25,-0.18476
2022-12-02,-0.18921
2022-12-09,-0.19202
2022-12-16,-0.19831
2022-12-23,-0.20816
2022-12-30,-0.22529
2023-01-06,-0.24782
2023-01-13,-0.27221
2023-01-20,-0.29301
2023-01-27,-0.30981
2023-02-03,-0.31718
2023-02-10,-0.31331
2023-02-17,-0.29888
2023-02-24,-0.27360
2023-03-03,-0.24292
2023-03-10,-0.21072
2023-03-17,-0.17930
2023-03-24,-0.16077
2023-03-31,-0.15720
2023-04-07,-0.16050
2023-04-14,-0.17179
2023-04-21,-0.18532
2023-04-28,-0.19595
2023-05-05,-0.20419
2023-05-12,-0.21074
2023-05-19,-0.21468
2023-05-26,-0.21651
2023-06-02,-0.21816
2023-06-09,-0.21902
2023-06-16,-0.22102
2023-06-23,-0.22517
2023-06-30,-0.23129
2023-07-07,-0.24005
2023-07-14,-0.25290
2023-07-21,-0.26773
2023-07-28,-0.28347
2023-08-04,-0.30073
2023-08-11,-0.31654
2023-08-18,-0.32902
2023-08-25,-0.33788
2023-09-01,-0.34362
2023-09-08,-0.34358
2023-09-15,-0.33895
2023-09-22,-0.32997
2023-09-29,-0.31764
2023-10-06,-0.30634
2023-10-13,-0.29658
2023-10-20,-0.29035
2023-10-27,-0.28915
2023-11-03,-0.29363
2023-11-10,-0.30200
2023-11-17,-0.31240
2023-11-24,-0.32355
2023-12-01,-0.33392
2023-12-08,-0.34268
2023-12-15,-0.35159
2023-12-22,-0.36064
2023-12-29,-0.36888
2024-01-05,-0.37726
2024-01-12,-0.38518
2024-01-19,-0.39220
2024-01-26,-0.39829
2024-02-02,-0.40516
2024-02-09,-0.41200
2024-02-16,-0.41994
2024-02-23,-0.42817
2024-03-01,-0.43452
2024-03-08,-0.43806
2024-03-15,-0.43939
2024-03-22,-0.43732
2024-03-29,-0.43250
2024-04-05,-0.42679
2024-04-12,-0.42065
2024-04-19,-0.41523
2024-04-26,-0.41285
2024-05-03,-0.41253
2024-05-10,-0.41309
2024-05-17,-0.41330
2024-05-24,-0.41258
2024-05-31,-0.40898
2024-06-07,-0.40328
2024-06-14,-0.39607
2024-06-21,-0.38844
2024-06-28,-0.38198
2024-07-05,-0.37706
2024-07-12,-0.37189
2024-07-19,-0.36714
2024-07-26,-0.36354
2024-08-02,-0.36147
2024-08-09,-0.36241
2024-08-16,-0.37067
2024-08-23,-0.38106
2024-08-30,-0.39281
2024-09-06,-0.40445
2024-09-13,-0.41472
2024-09-20,-0.42307
2024-09-27,-0.42956
2024-10-04,-0.43374
2024-10-11,-0.43675
2024-10-18,-0.44102
2024-10-25,-0.44532
2024-11-01,-0.45113
2024-11-08,-0.45901
2024-11-15,-0.46644
2024-11-22,-0.47151
2024-11-29,-0.47500
2024-12-06,-0.47744
